,code_id,period_id,timestamp,end_timestamp,code,Half,00. Start Phase,02. Situation Type,03. Outcomes,04. Rating,01. Phase
203,204,1,3542.589464432825,3565.922216266825,O4 Finishing,2nd Half,O4 Finishing,Chipball,"Cross, Shot, Set-Piece or Box Entry",Neutral,Established Play
204,205,1,3564.956496433158,3595.7885335584924,D3 High Pressing,2nd Half,,D3 Goal Kick or Free Kick,Stay In Phase,Neutral,
205,206,1,3595.4231015998253,3630.8579231418244,D3 Middle / Lower Pressing,2nd Half,,D3 Goal Kick or Free Kick,Direct to O3/O4 OFF Transit,Successful,
206,207,1,3611.7567695168254,3639.8238448078246,O3 Break Through,2nd Half,O3 Break Through,D3 Win Ball Low/Middle,Keep The Ball,Neutral,Transition
207,208,1,3637.9909924748254,3665.290537933492,O2 Build Up,2nd Half,O2 Build Up,O3 to O2,Progress to Next Phase,Successful,
208,209,1,3646.291959766492,3677.9571450164917,O3 Break Through,2nd Half,O3 Break Through,1v1 Wide / Halfspace,,,Established Play
209,210,1,3657.5553485584915,3680.5553485584915,Goal FCN,2nd Half,O4 Finishing,,Lead to O4 chance,Successful,Established Play
210,211,1,3658.6239752251586,3682.1255926414915,O4 Finishing,2nd Half,O4 Finishing,Square Pass,Open Chance,Successful,Established Play
211,212,1,3738.113201932825,3761.6923563918244,D3 Middle / Lower Pressing,2nd Half,,D3 Goal Kick or Free Kick,"Intercept. -> Estab. (O1, O2, O3)",Successful,
212,213,1,3765.291440808158,3789.623519100158,O2 Build Up,2nd Half,O2 Build Up,O2 Throw-In,Ball Loss --> D3 Press,Unsuccessful,
213,214,1,3788.5594554328254,3799.958110475158,D3 High Pressing,2nd Half,,After Ball Loss,Stay In Phase,Neutral,
214,215,1,3790.990954266158,3810.092947724825,D2 Finding Balance,2nd Half,,D3 High Press on Opp. Half,Establishing Pressing,Neutral,
215,216,1,3809.1263073084915,3852.8579149751586,D3 Middle / Lower Pressing,2nd Half,,After Ball Loss,"Cross, Shot, Set-Piece or Box Entry",Unsuccessful,
216,217,1,3837.5575253498255,3860.791480433492,D4 Defending the Box,2nd Half,,Chipball,Intercepted by Defence,Successful,Established Play
217,218,1,3858.958390558492,3875.026726225158,O2 Build Up,2nd Half,O2 Build Up,O2 After Regain,Stay In Phase,Neutral,
218,219,1,3872.7928053498254,3897.192758557825,O1 Play from the Back,2nd Half,O1 Play from the Back,O2 to O1,Progress to Next Phase,Successful,
219,220,1,3894.9575471001585,3917.7912753501587,O2 Build Up,2nd Half,O2 Build Up,O1 to O2,Ball Loss --> D3 Press,Unsuccessful,
220,221,1,3920.8584656414923,3933.8586805584914,D3 Middle / Lower Pressing,2nd Half,,After Ball Loss,Stay In Phase,Neutral,
221,222,1,3934.326313725159,3967.792766599825,D3 Middle / Lower Pressing,2nd Half,,D3 Press on Throw-In,"Intercept. -> Estab. (O1, O2, O3)",Successful,
222,223,1,3965.4932406828248,3971.7938979328255,O1 Play from the Back,2nd Half,O1 Play from the Back,O1 After Regain,Ball Loss --> D3 Press,Unsuccessful,
223,224,1,3970.059485099492,3992.0926831418246,D3 Middle / Lower Pressing,2nd Half,,After Ball Loss,Direct to O3/O4 OFF Transit,Successful,
224,225,1,3973.126055599492,4001.9922000994916,O3 Break Through,2nd Half,O3 Break Through,D3 Win Ball Low/Middle,Keep The Ball,Neutral,Transition
